External ID,default_code,Article/Nom,Lieu/Nom de l'emplacement,lot_name,Lot/numéro de série/Date de péremption,quantity,Unité de mesure/Nom affiché,Coût unitaire
__export__.stock_quant_446082_4e00f843,8030288,COLORATION HAEMA-QUICK  (3x100ml),PROBLEME_QUALITE,5192,2020-06-30 02:00:00,1.00,boîte,-5.47
__export__.stock_quant_476387_5da6edf6,5172828,VETNAR RESPIRATEUR,EY00R0,,,1.00,Unité,"1,832.00"
__export__.stock_quant_476397_0d1d5aef,10000268,SAV TABLE CK MOTEUR SL80,SC01F7,,,14.00,Unité,280.00
__export__.stock_quant_476445_0cb53791,5611522,EOL HORMONA 100ML,RETOUR_FOURNISSEUR,18011304,2019-12-31 01:00:00,1.00,Unité,6.38
__export__.stock_quant_489482_172bfdf5,0868547,CLAMOXYL 200MG 10CP,PROBLEME_QUALITE,76923012,2020-02-28 00:00:00,18.00,Unité,9.73
__export__.stock_quant_492741_0e78542f,8416786,DERMOJET SAV RESSORT DU BOUTON 21,SA01C5,,,9.00,Unité,2.16
__export__.stock_quant_492742_74c7f24e,8402436,DERMOJET SAV BILLES 42,SA01A2,,,20.00,Unité,0.68
__export__.stock_quant_492743_d96f76ef,8403269,DERMOJET SAV BOUTON DECLENCHEMENT 20,SA01A3,,,3.00,Unité,27.62
__export__.stock_quant_516245_3ca071b0,5020011,VETASSURE POMPE A VIDE B23 NEW MODEL,SB01C4,,,1.00,Unité,418.00
__export__.stock_quant_516247_27ddf777,5973628,VETASSURE GRANDE MEMBRANE POMPE B23 (ANCIEN),SA01E6,,,2.00,Unité,32.50
__export__.stock_quant_516248_41f2bfa0,5973629,VETASSURE PETITES MEMBRANES POMPE B23 (ANCIEN),SA01E3,,,5.00,Unité,21.30
__export__.stock_quant_525153_d7147af5,10000315,VETASSURE B23 CONNECTEUR FEMELLE VIDANGE EAU,SA01E4,,,10.00,Unité,12.00
__export__.stock_quant_529779_e2a1671e,5171201,SELEKT SEAU 22 LITRES + COUVERCLE,PROBLEME_QUALITE,,,1.00,Unité,7.12
__export__.stock_quant_530290_e4bcc303,8069250,VETSCAN VS2 PREP PROFILE II,PROBLEME_QUALITE,8264BB2,2019-09-30 00:00:00,6.00,Unité,16.55
__export__.stock_quant_537372_487b6640,8236185,CASSETTE + ECRAN 35x43 CR IFV,EN01A1,,,1.00,Unité,678.60
__export__.stock_quant_562458_228ecf1a,0079327,SEDOCHOL-B15 500ML,Sortie,8F97Z2,2020-07-31 02:00:00,1.00,Unité,12.05
__export__.stock_quant_588018_4ae2c18f,8076712,VETTEST ALKP PHOSPHATASE ALCALINE (x12),PROBLEME_QUALITE,04868897,2020-04-01 02:00:00,1.00,Unité,40.58
__export__.stock_quant_588120_07fae6de,8031299,SONDE RUSCH  75-80cm - DIAMETRE 10mm,M.46.10.D.04,,,2.00,Unité,6.00
__export__.stock_quant_594866_8fb63d83,9512036,PREVENTEF GRAND CHIEN VIRBAC,PROBLEME_QUALITE,6RKZA,2020-01-31 01:00:00,1.00,Unité,0.31
__export__.stock_quant_600839_dfc16232,5611554,EOL VIRULESS 1L/,PROBLEME_QUALITE,18021401,2020-02-28 01:00:00,2.00,Unité,34.80
__export__.stock_quant_607954_e8fcf36f,5611553,EOL VIRULESS 500ML,PROBLEME_QUALITE,18021401,2020-02-28 01:00:00,1.00,Unité,16.58
__export__.stock_quant_619068_48a6a3b8,10000426,PRONESTESIC INJ 100ml,PROBLEME_QUALITE,903171,2022-01-31 01:00:00,1.00,Unité,8.49
__export__.stock_quant_651332_8a392eb3,2583953,ATOPICA 100MG 15CAPS,RETOUR_FOURNISSEUR,AL633635CH,2019-03-31 01:00:00,19.00,Unité,-5.33
__export__.stock_quant_651334_40208038,2563401,ECOMECTIN POUR ON 5L,RETOUR_FOURNISSEUR,EM15617,2019-11-30 01:00:00,1.00,Unité,-20.80
__export__.stock_quant_651335_10c318d9,2563401,ECOMECTIN POUR ON 5L,RETOUR_FOURNISSEUR,EM36718,2020-02-28 00:00:00,1.00,Unité,-20.80
__export__.stock_quant_651370_62f73021,1273176,TRIMAZIN 30% 1KG,PROBLEME_QUALITE,27125A10,2019-04-30 02:00:00,1.00,Unité,23.51
__export__.stock_quant_658754_6da20d92,8127183,SELEKT DIGESTART 785GR,PROBLEME_QUALITE,C020418,2020-04-30 02:00:00,5.00,Unité,-2.80
__export__.stock_quant_676241_9775e2cf,5941000,COMBI SCREEN VET 11 PLUS (x100),PROBLEME_QUALITE,02167129,2020-04-30 02:00:00,4.00,Unité,13.18
__export__.stock_quant_700823_483c432e,5038005,SERINGUE TBC HSW HENKEJECT nouveau model,M.49.03.G.06,,,5.00,Unité,77.90
__export__.stock_quant_710740_33d9a18b,2171874,GASTROGARD 7 TUBES,PROBLEME_QUALITE,AA00217,2018-07-31 02:00:00,8.00,Unité,92.48
__export__.stock_quant_716875_1ce13f1b,5086517,EUROMEX OBJECTIF PLAN IMMERSION 40X 86517,SC01D4,,,1.00,Unité,103.68
__export__.stock_quant_730791_b63755eb,8376992,BIONET POUDRE DETERGENTE 900GR,PROBLEME_QUALITE,180832,2020-02-28 01:00:00,2.00,Unité,13.18
__export__.stock_quant_745646_60b44e8d,5450767,LANCE BOL VALBAZEN,M.46.03.E.07,,,51.00,Unité,0.00
__export__.stock_quant_745751_f5b263c6,5194001,VIRBAC GOBELET DOSEUR CALORIE CHIEN,M.43.07.G.04,,,20.00,Unité,0.00
__export__.stock_quant_747363_c4ea5661,7760306,ALFATEC C-TEC USP2 EP5 50M,PROBLEME_QUALITE,17F02,2019-06-30 00:00:00,21.00,Unité,-56.41
__export__.stock_quant_747654_5841c957,8103231,COLOSTRUM PLUS VEAU PATE 12x60ML,PROBLEME_QUALITE,1830023,2020-01-26 01:00:00,1.00,BOITE DE 12,141.87
__export__.stock_quant_775508_1bba1c32,8223461,CATHETER VENOCAN PLUS-W 18Gx45mm VERT,PROBLEME_QUALITE,20161122,2019-11-21 00:00:00,30.00,Unité,0.74
__export__.stock_quant_775548_ef7ec946,5142505,ARHOMANI CONNECTIVE COMMUNICATION SPRAY,PROBLEME_QUALITE,15L275,2019-11-30 00:00:00,7.00,Unité,5.79
__export__.stock_quant_775551_5b8df07f,5039023,PRACTILAC USP2 EP5 50m,PROBLEME_QUALITE,16L13,2019-12-31 00:00:00,6.00,Unité,63.93
__export__.stock_quant_775961_fd172947,5192037,EKYFLEX ARTHRO 6x120GR,PROBLEME_QUALITE,3327418,2020-10-31 00:00:00,1.00,Unité,0.00
__export__.stock_quant_775963_a18246e3,5764238,DENAA + SANITARY CLEANER 3L,PROBLEME_QUALITE,DEN003,2020-11-30 00:00:00,5.00,Unité,18.11
__export__.stock_quant_776151_93bea7df,8046450,SHOR LINE MONTAGE CLIP #5 REHAUSSE,SA00V0,,,86.00,Unité,1.25
__export__.stock_quant_776153_8d244e65,8046409,SHOR LINE MONTAGE REHAUSSE CAGE 457mm,SA00V0,,,30.00,Unité,1.64
__export__.stock_quant_776160_083ab746,8046295,SHOR LINE MONTAGE PLAQUE 11A COIN BAS,SA00V0,,,31.00,Unité,2.84
__export__.stock_quant_776170_cf80221d,8046349,SHOR LINE MONTAGE PLAQUE #55 BORD BAS,SA00V0,,,20.00,Unité,5.42
__export__.stock_quant_777042_a76cb54c,8046438,SHOR LINE MONTAGE REHAUSSE CAGE 914mm,SA00V0,,,8.00,Unité,3.86
__export__.stock_quant_777305_f522697f,5184004,RINKILASTIC BANDE COHESIVE 04cmx4m,PROBLEME_QUALITE,1651550,2019-11-30 00:00:00,518.00,Unité,0.43
__export__.stock_quant_779298_dec1ebed,5764205,LUCAA + PETS SHAMPOO 300ml/,RETOUR_FOURNISSEUR,06122018LUC008,2020-12-31 01:00:00,7.00,Unité,5.17
__export__.stock_quant_797339_081b3a0a,8237167,"GENIA ADERPLAST 10cmx2,5m par pièce",PROBLEME_QUALITE,07216707,2020-06-30 14:25:38,60.00,Unité,4.77
__export__.stock_quant_800483_29dc2533,8336573,VETSCAN VS2 LIVER PROFILE MAMMALIAN,PROBLEME_QUALITE,8402BB4,2019-10-02 02:00:00,2.00,Unité,21.55
__export__.stock_quant_802005_b87d6ce5,10000373,ALAISE MPETS CALM DOWN 15P 45X60,AI01B5,,,6.00,Unité,2.32
__export__.stock_quant_807358_3d543aa7,5019175,MELASEAL : PORTE LAME,SA01F4,,,1.00,Unité,17.33
__export__.stock_quant_832991_46089ad0,5764236,DENAA + DESCALER 500ml/,PROBLEME_QUALITE,DEN006,2025-02-23 01:00:00,5.00,Unité,4.61
__export__.stock_quant_847017_558adb89,5065906,MELAG SAV 23EN ELECTROVANNE 1,EOG112,,,1.00,Unité,205.34
__export__.stock_quant_848188_e50260de,10000602,MELAG JOINT PORTE EUROKLAVS 23/29,SB01E1,,,5.00,Unité,35.32
__export__.stock_quant_852565_fd4662e5,1163393,PREVENTEF CHIEN VIRBAC,PROBLEME_QUALITE,6DR1,2019-05-31 02:00:00,36.00,Unité,9.91
__export__.stock_quant_885105_787473a0,5039022,PRACTILAC USP1 EP4 50m,PROBLEME_QUALITE,16L13,2019-12-31 00:00:00,4.00,Unité,61.92
__export__.stock_quant_957015_6006769f,5010171,VETSCAN VS2 CANINE WELLNESS PROFILE /,PROBLEME_QUALITE,8464AC0,2019-11-15 01:00:00,1.00,Unité,18.90
__export__.stock_quant_957467_ab1def93,5984002,DOPPLER PARKS D811BL: CHARGEUR,M.46.03.D.04,,,2.00,Unité,33.83
__export__.stock_quant_957478_c047f442,5835004,DOPPLER PARKS D811BL: FUSIBLE 1A/125V,EOA231,,,8.00,Unité,1.00
__export__.stock_quant_957479_1aadb6bf,5835003,DOPPLER PARKS D811BL: RELAIS 12V,EOA134,,,8.00,Unité,7.90
__export__.stock_quant_959499_9529216a,5101525,CLINELL LINGETTES SPORICIDAL x25,PROBLEME_QUALITE,SA213018,2020-07-23 02:00:00,6.00,Unité,11.55
__export__.stock_quant_960716_e5bfc36e,10000310,FELICUTAN 100ml,PROBLEME_QUALITE,054717,2020-05-31 02:00:00,2.00,Unité,19.04
__export__.stock_quant_966487_d9f9f2bc,6450005,"COAPTATEUR 12DEMI+6VIS IMPERD GM 2,5MM",M.51.05.E.07,,,2.00,Unité,12.42
__export__.stock_quant_995226_c4707024,8409504,DERMOJET SAV FILTRE FIN 9a,SA01B2,,,16.00,Unité,2.23
__export__.stock_quant_995228_7507c571,8410281,DERMOJET SAV GICLEUR RUBIS,SA01B4,,,9.00,Unité,10.53
__export__.stock_quant_995229_24d906be,8410973,DERMOJET SAV JOINT DANS COLLERETTE 31,SA01B5,,,11.00,Unité,2.23
__export__.stock_quant_995232_0d2d111b,8014763,DERMOJET SAV RESSORT EPINGLE LEVIER 27,SA01C6,,,14.00,Unité,8.20
__export__.stock_quant_995233_77018865,8416763,DERMOJET SAV RESSORT PRINCIPAL 18,SA01C7,,,6.00,Unité,6.82
__export__.stock_quant_995235_9d125c44,8347683,DERMOJET SAV SIEGE DE SOUPAPE MONTE 15,SA01D4,,,9.00,Unité,27.22
__export__.stock_quant_1004366_84414803,7420031,WITNESS RELAXIN 5x1 TEST GESTATION,PROBLEME_QUALITE,325948,2020-05-26 02:00:00,2.00,Unité,102.89
__export__.stock_quant_1015435_1ba0b361,5737447,TRANSFORMATEUR POUR BALANCE SECA,M.47.03.E.05,,,1.00,Unité,35.00
__export__.stock_quant_1037566_754c3aa6,5010013,PORTE AIGUILLE MATHIEU FINE 17cm HEBU,M.49.07.D.02,,,2.00,Unité,43.55
__export__.stock_quant_1038325_cfceecab,3641867,PAROFOR 140mg/ml SOL 250ml,RETOUR_FOURNISSEUR,17101695002,2019-10-31 01:00:00,7.00,Unité,32.44
__export__.stock_quant_1040767_231ca6c2,0029132,CATOSAL 100ML,PROBLEME_QUALITE,KP0DPGX,2023-09-30 02:00:00,1.00,Unité,19.61
__export__.stock_quant_1066286_bc32e985,10000811,CHARGEUR BATTERIE TABLE COJACK LIFT PLUS,SB01D1,,,1.00,Unité,126.65
__export__.stock_quant_1093242_d21f43df,5549021,RACCORD MALE SATELEC + ECROU,EOA227,,,8.00,Unité,9.24
__export__.stock_quant_1116898_9a87e37b,5746690,IM3 RACCORD RAPIDE FEMELLE I6690,EOC142,,,13.00,Unité,15.00
__export__.stock_quant_1116905_ca7ed8a9,10000881,IM3 OUTIL POUR TURBINES L5040,SA00V0,,,5.00,Unité,5.00
__export__.stock_quant_1118960_e25601d2,5760343,KEFAVET VET 500MG 14TABS,RETOUR_FOURNISSEUR,HA1346,2019-11-30 01:00:00,6.00,Unité,15.05
__export__.stock_quant_1119699_a2c7e1af,7420007,SOLVANT VACCIN MERIAL BTE DE 10 FLACONS,PROBLEME_QUALITE,L425347,2020-03-19 01:00:00,6.00,Unité,4.54
__export__.stock_quant_1131581_6201845e,10000864,LIEBIG DISPENSER FORMIVAR,M.39.05.B.06,,,20.00,Unité,3.40
__export__.stock_quant_1151804_90fe6c52,5749402,MONITEUR IMEC8V,EX00A0,,,1.00,Unité,"1,912.35"
__export__.stock_quant_1160786_15e8b91b,5700001,DIGAVET TEST CHIEN CPV AG x1/,PROBLEME_QUALITE,31003270318,2019-10-31 01:00:00,8.00,Unité,5.82
__export__.stock_quant_1161016_e804eb52,5410017,MEMBRANE POUR STETHOSCOPE ELEC 3100/3200,EOG182,,,1.00,Unité,8.30
__export__.stock_quant_1161147_dd6cdb2c,8017721,BALLON CAOUTCHOUC OVALE 15l 50mm,M.44.01.E.07,,,1.00,Unité,170.02
__export__.stock_quant_1162121_c2c289ea,5419000,"CONNECTEUR Y 22M, 22M, 22M/15F",M.51.05.G.03,,,30.00,Unité,0.97
__export__.stock_quant_1173184_0a9a96be,3508371,CEFABACTIN   50MG  10TABS,PROBLEME_QUALITE,17K08,2019-11-30 01:00:00,7.00,Unité,3.51
__export__.stock_quant_1182607_530a339b,10000309,CANICUTAN 236ml,PROBLEME_QUALITE,023917,2020-03-31 02:00:00,3.00,Unité,32.84
__export__.stock_quant_1187748_6cd95c99,5548000,BOUCHON RUSCH POUR CATHETER CH7-30,EOA193,,,2.00,Unité,0.72
__export__.stock_quant_1188510_004be312,5010171,VETSCAN VS2 CANINE WELLNESS PROFILE /,PROBLEME_QUALITE,9023AC0,2020-01-09 01:00:00,1.00,Unité,18.90
__export__.stock_quant_1188550_b005aaeb,8241540,AIGUILLES DELVO RC 18-40 x12,PROBLEME_QUALITE,,,1.00,boîte,10.85
__export__.stock_quant_1198568_39d016f7,5611555,EOL VITALITY 100ML/,RETOUR_FOURNISSEUR,18013001,2020-02-28 00:00:00,2.00,Unité,6.38
__export__.stock_quant_1198628_42d54b73,3364361,CYCLAVANCE 50ML,RETOUR_FOURNISSEUR,201901,2021-01-31 01:00:00,1.00,Unité,-10.43
__export__.stock_quant_1199274_80a2f35f,5700005,DIGAVET TEST CHIEN EHRLICHIA AB x1/,PROBLEME_QUALITE,31129040418,2020-04-30 02:00:00,1.00,Unité,6.14
__export__.stock_quant_1234312_744aab54,8053042,CATHETER OPTIVA 2-W+P 16Gx45mm GRIS,PROBLEME_QUALITE,2951816,2020-04-30 00:00:00,14.00,Unité,0.75
__export__.stock_quant_1234567_3739077e,2617256,EFFIPRO SPOT DOG 268MG L  4PIP 20/40kg,PROBLEME_QUALITE,6SDCG,2020-02-28 01:00:00,2.00,Unité,10.80
__export__.stock_quant_1238755_38bbf50f,5700023,DIGAVET TEST CHIEN CPV+CCV+GIARDIA AG x10,PROBLEME_QUALITE,321102100418,2019-10-31 01:00:00,2.00,Unité,90.68
__export__.stock_quant_1242247_4d836923,10000978,MELAG CAPTEUR CONDUCTIVITE EAU MELATRONIC EN,SC01E3,,,2.00,Unité,48.20
__export__.stock_quant_1242320_1bd00b16,10000977,MELAG FLOTTEUR NIVEAU D'EAU MELATRONIC EN,SC01E1,,,1.00,Unité,23.78
__export__.stock_quant_1246467_72a0ef9e,5611515,EOL CUTAFRESH (EX-FRESH) 100ML,PROBLEME_QUALITE,18041201,2020-04-30 02:00:00,37.00,Unité,124.13
__export__.stock_quant_1251507_27cd1762,7760345,CYNADOX C-TEC USP2 EP5 50M,PROBLEME_QUALITE,18A21,2020-01-31 01:00:00,2.00,Unité,85.06
__export__.stock_quant_1256844_6a294fd5,8267257,LEVIER OSCILLANT TONDEUSE POWER PRO,EOA157,,,2.00,Unité,2.90
__export__.stock_quant_1257300_363c33df,8382159,TTA CAGE INOX  6/19mm 1616,EOA207,,,2.00,Unité,24.48
__export__.stock_quant_1263084_f76e017f,5749402,MONITEUR IMEC8V,EX00A0,,,1.00,Unité,"1,912.35"
__export__.stock_quant_1263794_9c9c7442,5764235,DENAA + SURFACE CLEANER SPRAY 500ml,PROBLEME_QUALITE,250219,2021-02-28 01:00:00,16.00,Unité,-50.17
__export__.stock_quant_1270160_1a1f8911,8408522,DERMOJET SAV ECROU DE PASTILLE 13,SA01A5,,,8.00,Unité,22.13
__export__.stock_quant_1270611_cf32cdc5,5034040,MELAG SAV 23EN THERMOSTAT,EOB205,,,1.00,Unité,30.65
__export__.stock_quant_1270919_9c42f4b0,5741741,PLAQUE ALUMINIUM 1mm D46mm POUR RX,EOC151,,,3.00,Unité,53.00
__export__.stock_quant_1275653_3200d55d,3079662,CARPRODOLOR 50MG/ML 50ML,PROBLEME_QUALITE,16K174,2019-10-31 01:00:00,1.00,Unité,-3.22
__export__.stock_quant_1282798_09bc1dae,3686615,PESTIGON COMBO CHIEN 20/40KG 3PIP,PROBLEME_QUALITE,7463500C,2019-12-30 01:00:00,5.00,Unité,11.77
__export__.stock_quant_1296848_ed79ff22,5417040,CONNECTEUR ELASTO 22F/22M,M.49.03.E.05,,,5.00,Unité,1.74
__export__.stock_quant_1300705_8056d112,5260570,CHARIOT CANIS MOBILE PETIT HARNAIS XS,EY00R0,,,1.00,Unité,150.48
__export__.stock_quant_1300790_21c10f26,8482783,ELECTRODE BOUCLE TR22R SERVOTOME 4mm,GY00R0,,,1.00,Unité,39.75
__export__.stock_quant_1301727_f3a2672a,5549010,RACCORD FEMELLE SATELEC + ECROU,EOB101,,,7.00,Unité,22.93
__export__.stock_quant_1303758_f3d0d09d,3213188,FINADYNE TRANSDERMAL  100ML,PROBLEME_QUALITE,7266108,2019-10-31 01:00:00,7.00,Unité,14.63
__export__.stock_quant_1307029_defded13,1484054,TOLFINE 250ML,PROBLEME_QUALITE,8E2840A,2020-09-24 02:00:00,1.00,Unité,-7.09
__export__.stock_quant_1319571_5fb19444,8213994,COMPACT 525 FILTRE COMPRESSEUR,SB01D4,,,5.00,Unité,31.39
__export__.stock_quant_1319585_9c483672,5070015,MELAG KIT MAINTENANCE MELATRONIC 23N,SB01E3,,,7.00,Unité,75.00
__export__.stock_quant_1319668_cf6e8f39,5244150,VERIN V8E/2/0380-0200  PT,SB01A6,,,2.00,Unité,132.00
__export__.stock_quant_1319732_e4946e5e,5244152,VERIN V8E/2 PEDALE  DOUBLE,SB01C6,,,2.00,Unité,29.00
__export__.stock_quant_1322001_fb3b9a03,6621121,"CISEAUX COURBES P/M 18,5cm",M.41.01.G.02,,,46.00,Unité,3.63
__export__.stock_quant_1322139_1094ba58,6621113,"CISEAUX DROITS P/M 18,5cm",M.51.03.C.04,,,21.00,Unité,3.63
__export__.stock_quant_1322207_74b68edf,8021793,MANCHE DE BISTOURI NR 4 LONG 22cm,M.44.01.D.04,,,12.00,Unité,1.00
__export__.stock_quant_1326589_87b6e315,8425130,QUEUE D'ARONDE POUR FAVORITA GT104,EOD117,,,1.00,Unité,4.16
__export__.stock_quant_1327034_cbd62441,2289155,EQUI TOTAL 1KG,PROBLEME_QUALITE,105591,2021-01-31 01:00:00,2.00,Unité,30.11
__export__.stock_quant_1327210_9612c355,5707847,SAV DOIGT OSCILLANT HEINIGER SAPHIR,EOF165,,,8.00,Unité,0.90
__export__.stock_quant_1327517_a2b4ede6,5388431,ECHOGRAPHE RURAL KX5200 : CARTE MERE,SB01C1,,,1.00,Unité,900.00
__export__.stock_quant_1329875_8bb334a1,5035496,MELAG SAV 23EN CAPTEUR DE TEMPERATURE,SA01E7,,,2.00,Unité,90.68
__export__.stock_quant_1329891_fa0f21de,5933500,MELAG SAV 23EN RESISTANCE CHAUFFANTE,SA01F2,,,2.00,Unité,84.30
__export__.stock_quant_1330486_bf7f7aa5,8409740,DERMOJET SAV FILTRE GROS 9,SA01B3,,,15.00,Unité,2.23
__export__.stock_quant_1330498_40ed620e,8411903,DERMOJET SAV LEVIER D'ARMEMENT 26,SA01C4,,,8.00,Unité,32.15
__export__.stock_quant_1330507_069ca30d,8349363,DERMOJET SAV SIEGE DE PASTILLE 11,SA01D3,,,8.00,Unité,15.61
__export__.stock_quant_1330538_b718cbdf,10000206,SAV INSERT POUR PIED BALANCE CPWPLUS-L,SA01E1,,,6.00,Unité,3.00
__export__.stock_quant_1331407_f9b799fb,5065911,MELAG SAV 23EN ELECTROVANNE 2,SA01F6,,,4.00,Unité,361.17
__export__.stock_quant_1333750_80ab620b,8379298,SHOR LINE CAGE 914x762x718mm (LxHxP),AK11D2,,,1.00,Unité,597.40
__export__.stock_quant_1336721_0330ae1c,8075210,ENVELOPPE RADIO 18x24cm,M.43.07.C.06,,,80.00,Unité,0.08
__export__.stock_quant_1338095_74421213,1379197,METACAM BOVIN/PORC 5MG/ML 100ml INJ,PROBLEME_QUALITE,L20807A02,2021-05-31 02:00:00,1.00,Unité,-3.26
__export__.stock_quant_1340557_0037e527,8362206,PANTALON PLIKI BLEU T5 56/58/,EXP000,,,1.00,Unité,7.06
__export__.stock_quant_1340754_22a148cf,1050410,MPS MANTEAU COOLING DRY TL 65/85cm,M.49.03.B.03,,,2.00,Unité,52.60
__export__.stock_quant_1345924_a9e08ae5,5022501,DR MACH HANGERORHR PKL 180LG D50 3P,SD03C2,,,4.00,Unité,118.08
__export__.stock_quant_1349331_072a9ed3,5270209,LANCE BOL PROMYCINE ORAL,M.41.03.G.03,,,147.00,Unité,0.00
__export__.stock_quant_1354225_331ba942,2246536,RISPOVAL 3 BRSV Pi3 BVD 1x5doses,PROBLEME_QUALITE,349722,2021-04-18 02:00:00,1.00,Unité,23.35
__export__.stock_quant_1374632_79b62c3d,2123271,OROZYME KIT DE BROSSAGE DENTAIRE,PROBLEME_QUALITE,19E142,2022-05-31 02:00:00,2.00,Unité,9.01
__export__.stock_quant_1376528_86e2b5ee,10000246,WEBIOTIC FAST 15ml,PROBLEME_QUALITE,01900864,2022-05-31 02:00:00,1.00,Unité,7.14
__export__.stock_quant_1384274_80b45860,6707858,CANDILAT RS SOL INJ 20ml,PROBLEME_QUALITE,F1802B,2020-02-29 01:00:00,1.00,Unité,-0.16
__export__.stock_quant_1390801_adfc2c90,2909091,MARFLOQUIN 100MG/ML 100ml,PROBLEME_QUALITE,A70011,2021-11-30 01:00:00,1.00,Unité,-3.84
__export__.stock_quant_1392450_eb3ef926,3679727,"DERMAPLIQ SPRAY 7,5ml",RETOUR_FOURNISSEUR,171626718B,2020-06-30 02:00:00,5.00,Unité,52.37
__export__.stock_quant_1397534_27f1704e,3550498,DOUXO CARE SHAMPOOING 200ml,PROBLEME_QUALITE,10391A,2022-01-31 01:00:00,2.00,Unité,6.30
__export__.stock_quant_1406908_77a9f934,0136465,ETOSOL SE 100 ML,PROBLEME_QUALITE,115770,2020-03-31 02:00:00,2.00,Unité,-0.72
__export__.stock_quant_1409059_7734e205,1273176,TRIMAZIN 30% 1KG,PROBLEME_QUALITE,4005526,2021-06-30 02:00:00,2.00,Unité,23.51
__export__.stock_quant_1409644_133aa1fe,8019424,CISEAUX A IRIDECTOMIE DROITS 11cm,M.46.05.C.02,,,11.00,Unité,3.32
__export__.stock_quant_1409645_187c1a82,8019418,CISEAUX A IRIDECTOMIE COURBE 11cm,M.43.01.C.04,,,11.00,Unité,2.11
__export__.stock_quant_1414789_e1203377,10000538,MINDRAY IMEC8 SORTIE DONNEES SUR PC,EZ01E1,,,2.00,Unité,57.20
__export__.stock_quant_1416556_a8900e22,0250019,"EQUITOP FORTE 1,5KG",PROBLEME_QUALITE,18K05,2019-11-30 01:00:00,1.00,Unité,22.70
__export__.stock_quant_1416653_40ce364f,6899243,CARBESIA 100ml,PROBLEME_QUALITE,8394101,2019-11-30 01:00:00,6.00,Unité,148.15
__export__.stock_quant_1419384_6a700530,3041803,OROZYME RF2 STICKS LARGE 2x14 STICKS,RETOUR_FOURNISSEUR,310821,2021-08-31 02:00:00,1.00,Unité,12.92
__export__.stock_quant_1424644_88668ffa,2445161,MEGADERM MONODOSE 28x4ml,PROBLEME_QUALITE,7DA7,2021-06-30 02:00:00,2.00,Unité,8.63
__export__.stock_quant_1426097_01add0aa,8270057,POMMADE POUR TRAYONS 800GR VMD HYDRAVETO,PROBLEME_QUALITE,,,2.00,Unité,-0.88
__export__.stock_quant_1434342_6d344cc1,5215065,LANCE BOLUS/AIMANT BOVIN GENIA 57cm DIAM 39mm,M.43.03.G.01,,,1.00,Unité,22.94
__export__.stock_quant_1437521_4fae2cc6,3750288,MERANOX 50ml,RETOUR_FOURNISSEUR,18I03,2021-08-31 02:00:00,8.00,Unité,14.17
__export__.stock_quant_1437892_25a41507,1589977,CET KIT DENTAIRE CHIEN,PROBLEME_QUALITE,190208,2022-01-31 01:00:00,1.00,blister,10.81
__export__.stock_quant_1438564_eb032b77,1813630,MASIVET  50MG CHIEN 30CP,PROBLEME_QUALITE,161053652,2019-07-31 02:00:00,1.00,Unité,41.28
__export__.stock_quant_1439882_05d90f67,5000035,SANODOR RECHARGE MATIC 100ML (LAVANDE),PROBLEME_QUALITE,,,2.00,Unité,5.77
__export__.stock_quant_1443120_64469ac4,1778158,"NOROMECTIN POUR-ON 2,5L",PROBLEME_QUALITE,920530A,2021-05-31 02:00:00,1.00,Unité,-12.61
__export__.stock_quant_1444146_3f886337,3094752,ANIMEC SUPER 500ML,PROBLEME_QUALITE,C33114D,2019-11-30 01:00:00,8.00,Unité,-11.35
__export__.stock_quant_1448291_e4fbe38a,5192701,BONUTRON ENDURANCE 2KG AUDEVARD,PROBLEME_QUALITE,SK29,2020-11-30 01:00:00,1.00,Unité,40.85
__export__.stock_quant_1448312_729e41c8,0048173,IMAVEROL 100ml,PROBLEME_QUALITE,19GQ171,2022-07-31 02:00:00,1.00,Unité,-12.66
__export__.stock_quant_1448930_48b57f71,6889115,LAOCAINE SOL INJ 250ml,PROBLEME_QUALITE,9084,2020-12-31 01:00:00,1.00,Unité,15.30
__export__.stock_quant_1455451_df330734,8337348,LITIERE PERLINETTE ELEVAGE 15kg,PROBLEME_QUALITE,,,1.00,sac,37.07
__export__.stock_quant_1455583_bc6beaf4,3606761,"SEDADEX 0,5mg/ml 10ml",PROBLEME_QUALITE,17L123,2019-11-30 01:00:00,1.00,Unité,38.65
__export__.stock_quant_1455593_efdf9db2,3498995,VERSICAN+ DP 25x1d,PROBLEME_QUALITE,20532502,2020-01-16 01:00:00,1.00,Unité,87.35
__export__.stock_quant_1460372_2c63300f,5760343,KEFAVET VET 500MG 14TABS,PROBLEME_QUALITE,HA1346,2019-11-30 01:00:00,3.00,Unité,15.05
__export__.stock_quant_1463181_df944e1a,3025855,DOXYBACTIN VET 10MG/ML 30ML,PROBLEME_QUALITE,18L012,2022-11-30 01:00:00,1.00,Unité,12.04
__export__.stock_quant_1469358_168aa92c,2710804,"NELIO  2,5MG  20CP",PROBLEME_QUALITE,170972D,2019-10-31 01:00:00,2.00,Unité,7.50
__export__.stock_quant_1469963_b7d08a2e,5961101,PHARMASIN 200MG/ml 250ml SOL INJ,PROBLEME_QUALITE,190413019,2021-04-30 02:00:00,1.00,Unité,32.72
__export__.stock_quant_1473024_5dbbfc82,10000247,WEBIOTIC FAST 30ml,PROBLEME_QUALITE,02900330,2022-07-31 02:00:00,2.00,Unité,10.90
