id,name,description
__import__.report_intrastat_code_2076061,2076061,"Fresh, chilled or frozen legs and cuts thereof, of domestic guinea fowls, with bone in"
__import__.report_intrastat_code_2076081,2076081,"Fresh, chilled or frozen cuts of domestic guinea fowls, with bone in, n.e.s."
__import__.report_intrastat_code_2076091,2076091,"Fresh, chilled or frozen livers of domestic guinea fowls"
__import__.report_intrastat_code_2076099,2076099,"Fresh, chilled or frozen edible offal of domestic guinea fowls (excl. livers)"
__import__.report_intrastat_code_2081010,2081010,"Fresh, chilled or frozen meat and edible meat offal of domestic rabbits"
__import__.report_intrastat_code_2081090,2081090,"Fresh, chilled or frozen meat and edible offal of non-domestic rabbits and hares"
__import__.report_intrastat_code_2083000,2083000,"Fresh, chilled or frozen meat and edible offal of primates"
__import__.report_intrastat_code_2084010,2084010,"Fresh, chilled or frozen whales meat"
__import__.report_intrastat_code_2084020,2084020,"Fresh, chilled or frozen seal meat"
__import__.report_intrastat_code_2084080,2084080,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises ""mammals of the order Cetacea"", of manatees and dugongs ""mammals of the order Sirenia"" and of seals, sea lions and walruses ""mammals of the suborder Pinnipedia"" (excl. whale and seal meat)"
__import__.report_intrastat_code_2085000,2085000,"Fresh, chilled or frozen meat and edible offal of reptiles ""e.g. snakes, turtles, crocodiles"""
__import__.report_intrastat_code_2086000,2086000,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]"
__import__.report_intrastat_code_2089010,2089010,"Fresh, chilled or frozen domestic pigeon meat and edible offal"
__import__.report_intrastat_code_2089030,2089030,"Fresh, chilled or frozen meat and edible meat offal of game (excl. rabbits, hares and pigs)"
__import__.report_intrastat_code_2089060,2089060,"Fresh, chilled or frozen reindeer meat and edible offal thereof"
__import__.report_intrastat_code_2089070,2089070,"Fresh, chilled or frozen frogs' legs"
__import__.report_intrastat_code_2089098,2089098,"Fresh, chilled or frozen meat and edible offal (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry, rabbits, hares, primates, whales, dolphins and porpoises [mammals of the order Cetacea], manatees and dugongs [mammals of the order Sirenia], seals, sea lions and walruses [mammals of the suborder Pinnipedia], reptiles, pigeons, game, reindeer and frogs' legs)"
__import__.report_intrastat_code_2091011,2091011,"Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted or in brine"
__import__.report_intrastat_code_2091019,2091019,"Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, dried or smoked"
__import__.report_intrastat_code_2091090,2091090,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked (excl. subcutaneous)"
__import__.report_intrastat_code_2099000,2099000,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
__import__.report_intrastat_code_2101111,2101111,"Domestic swine hams and cuts thereof, salted or in brine, with bone in"
__import__.report_intrastat_code_2101119,2101119,"Domestic swine shoulders and cuts thereof, salted or in brine, with bone in"
__import__.report_intrastat_code_2101131,2101131,"Domestic swine hams and cuts thereof, dried or smoked, with bone in"
__import__.report_intrastat_code_2101139,2101139,"Domestic swine shoulders and cuts thereof, dried or smoked, with bone in"
__import__.report_intrastat_code_2101190,2101190,"Hams, shoulders and cuts thereof of non-domestic swine, salted, in brine, dried or smoked, with bone in"
__import__.report_intrastat_code_2101211,2101211,"Bellies ""streaky"" and cuts thereof of domestic swine, salted or in brine"
__import__.report_intrastat_code_2101219,2101219,"Bellies ""streaky"" and cuts thereof of domestic swine, dried or smoked"
__import__.report_intrastat_code_2101290,2101290,"Bellies ""streaky"" and cuts thereof of non-domestic swine, salted, in brine, dried or smoked"
__import__.report_intrastat_code_2101910,2101910,"Bacon sides or spencers of domestic swine, salted or in brine"
__import__.report_intrastat_code_2101920,2101920,"Three-quarter-sides or middles of domestic swine, salted or in brine"
__import__.report_intrastat_code_2101930,2101930,"Fore-ends and cuts thereof of domestic swine, salted or in brine"
__import__.report_intrastat_code_2101940,2101940,"Loins and cuts thereof of domestic swine, salted or in brine"
__import__.report_intrastat_code_2101950,2101950,"Meat of domestic swine, salted or in brine (excl. hams, shoulders and cuts thereof, bellies and cuts thereof, bacon sides or spencers, three-quarter sides or middles, and fore-ends, loins and cuts thereof)"
__import__.report_intrastat_code_2101960,2101960,"Domestic swine fore-ends and cuts thereof, dried or smoked"
__import__.report_intrastat_code_2101970,2101970,"Domestic swine loins and cuts thereof, dried or smoked"
__import__.report_intrastat_code_2101981,2101981,Dried or smoked boneless domestic swine meat (excl. bellies and cuts thereof)
__import__.report_intrastat_code_2101989,2101989,"Dried or smoked domestic swine meat, with bone in (excl. hams, shoulders and cuts thereof, bellies and cuts thereof, and fore-ends, loins and cuts thereof)"
__import__.report_intrastat_code_2101990,2101990,"Meat of non-domestic swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with bone in, and bellies and cuts thereof)"
__import__.report_intrastat_code_2102010,2102010,"Meat of bovine animals, salted, in brine, dried or smoked, with bone in"
__import__.report_intrastat_code_2102090,2102090,"Boneless meat of bovine animals, salted, in brine, dried or smoked"
__import__.report_intrastat_code_2109100,2109100,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of primates"
__import__.report_intrastat_code_2109210,2109210,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of whales, dolphins and porpoises (mammals of the order Cetacea) and manatees and dugongs (mammals of the order Sirenia)"
__import__.report_intrastat_code_2109291,2109291,"Meat, salted, in brine, dried or smoked, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
__import__.report_intrastat_code_2109292,2109292,"Edible offal, salted, in brine, dried or smoked, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
__import__.report_intrastat_code_2109299,2109299,"Edible flours and meals of meat or meat offal, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
__import__.report_intrastat_code_2109300,2109300,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of reptiles ""e.g. snakes, turtles, alligators"""
__import__.report_intrastat_code_2109910,2109910,"Horsemeat, salted, in brine or dried"
__import__.report_intrastat_code_2109921,2109921,"Meat of sheep and goats, salted, in brine, dried or smoked, with bone in"
__import__.report_intrastat_code_2109929,2109929,"Boneless meat of sheep and goats, salted, in brine, dried or smoked"
__import__.report_intrastat_code_2109931,2109931,"Reindeer meat, salted, in brine, dried or smoked"
__import__.report_intrastat_code_2109939,2109939,"Meat, salted, in brine, dried or smoked (excl. of swine, bovine animals, reindeer, sheep or goats, primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses, reptiles, and meat, salted, in brine or dried, of horses)"
__import__.report_intrastat_code_2109941,2109941,"Edible domestic swine livers, salted, in brine, dried or smoked"
__import__.report_intrastat_code_2109949,2109949,"Edible domestic swine offal, salted, in brine, dried or smoked (excl. livers)"
__import__.report_intrastat_code_2109951,2109951,"Edible thick skirt and thin skirt of bovine animals, salted, in brine, dried or smoked"
__import__.report_intrastat_code_2109959,2109959,"Edible offal of bovine animals, salted, in brine, dried or smoked (excl. thick skirt and thin skirt)"
__import__.report_intrastat_code_2109971,2109971,"Edible fatty goose or duck livers, salted or in brine"
__import__.report_intrastat_code_2109979,2109979,"Edible poultry liver, salted, in brine, dried or smoked (excl. fatty goose or duck livers)"
__import__.report_intrastat_code_2109985,2109985,"Edible offal, salted, in brine, dried or smoked (excl. of domestic swine, bovine animals, primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses, reptiles and poultry liver)"
__import__.report_intrastat_code_2109990,2109990,"Edible flours and meals of meat or meat offal (excl. of primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses and reptiles)"
__import__.report_intrastat_code_3011100,3011100,Live ornamental freshwater fish
__import__.report_intrastat_code_3011900,3011900,Live ornamental fish (excl. freshwater)
__import__.report_intrastat_code_3019110,3019110,"Live trout ""Oncorhynchus apache and Oncorhynchus chrysogaster"""
__import__.report_intrastat_code_3019190,3019190,"Live trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae"""
__import__.report_intrastat_code_3019210,3019210,"Live eels ""Anguilla spp."", of a length of < 12 cm"
__import__.report_intrastat_code_3019230,3019230,"Live eels ""Anguilla spp."", of a length of => 12 cm but < 20 cm"
__import__.report_intrastat_code_3019290,3019290,"Live eels ""Anguilla spp."", of a length of => 20 cm"
__import__.report_intrastat_code_3019300,3019300,"Live carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."""
__import__.report_intrastat_code_3019410,3019410,"Live Atlantic bluefin tuna ""Thunnus thynnus"""
__import__.report_intrastat_code_3019490,3019490,"Live Pacific bluefin tuna ""Thunnus orientalis"""
__import__.report_intrastat_code_3019500,3019500,"Live southern bluefin tunas ""Thunnus maccoyii"""
__import__.report_intrastat_code_3019911,3019911,"Live Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
__import__.report_intrastat_code_3019917,3019917,"Live freshwater fish (excl. ornamental fish, trout, eels, carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"")"
__import__.report_intrastat_code_3019985,3019985,"Live saltwater fish (excl. ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster], eels [Anguilla spp.], Atlantic and Pacific bluefin tunas [Thunnus thynnus, Thunnus orientalis] and southern bluefin tunas [Thunnus maccoyii])"
__import__.report_intrastat_code_3021110,3021110,"Fresh or chilled trout ""Oncorhynchus apache and Oncorhynchus chrysogaster"""
__import__.report_intrastat_code_3021120,3021120,"Fresh or chilled trout of the species ""Oncorhynchus mykiss"", with heads on and gills on, gutted, weighing > 1,2 kg each, or with heads off, gilled and gutted, weighing > 1 kg each"
