id,weight,orderpoint_max,length,width,depth,orderpoint_min
__import__.product_8336484,0,50.000,0,0,0,10.000
__import__.product_8336604,0.10,10.000,11.50,7.60,6.60,5.000
__import__.product_8337348,15.10,20.000,41.00,16.00,64.00,10.000
__import__.product_8338810,0,108.000,0,0,0,72.000
__import__.product_8341574,0,4.000,0,0,0,2.000
__import__.product_8341580,0,2.000,0,0,0,1.000
__import__.product_8341597,0,2.000,0,0,0,1.000
__import__.product_8341924,0,2.000,0,0,0,1.000
__import__.product_8343662,0,20.000,0,0,0,10.000
__import__.product_8346034,0,6.000,0,0,0,3.000
__import__.product_8349216,0,2.000,0,0,0,1.000
__import__.product_8352342,0,2.000,0,0,0,1.000
__import__.product_8356245,0,2.000,0,0,0,1.000
__import__.product_8356251,0,4.000,0,0,0,2.000
__import__.product_8357836,0,2.000,0,0,0,1.000
__import__.product_8357842,0,20.000,0,0,0,10.000
__import__.product_8357871,0,2.000,0,0,0,1.000
__import__.product_8357888,0,2.000,0,0,0,1.000
__import__.product_8358787,0,4.000,0,0,0,2.000
__import__.product_8358793,0,2.000,0,0,0,1.000
__import__.product_8360040,0,20.000,0,0,0,10.000
__import__.product_8360057,0,5.000,0,0,0,2.000
__import__.product_8360258,0,10.000,0,0,0,5.000
__import__.product_8360330,0,12.000,0,0,0,6.000
__import__.product_8362748,0,2.000,0,0,0,1.000
__import__.product_8363392,0,2.000,0,0,0,1.000
__import__.product_8363943,0,4.000,0,0,0,2.000
__import__.product_8363966,0,10.000,0,0,0,5.000
__import__.product_8364492,0,20.000,0,0,0,10.000
__import__.product_8365209,0,11.000,0,0,0,10.000
__import__.product_8365215,0,18.000,0,0,0,1.000
__import__.product_8365681,0,20.000,0,0,0,10.000
__import__.product_8370877,0,4.000,0,0,0,2.000
__import__.product_8370914,0,2.000,0,0,0,1.000
__import__.product_8371204,0,4.000,0,0,0,2.000
__import__.product_8371210,0,4.000,0,0,0,2.000
__import__.product_8371227,0,12.000,0,0,0,6.000
__import__.product_8371256,0,6.000,0,0,0,3.000
__import__.product_8371279,0,4.000,0,0,0,2.000
__import__.product_8371285,0,2.000,0,0,0,1.000
__import__.product_8371291,0,2.000,0,0,0,1.000
__import__.product_8371316,0,2.000,0,0,0,1.000
__import__.product_8371322,0,2.000,0,0,0,1.000
__import__.product_8371405,0,6.000,0,0,0,3.000
__import__.product_8371411,0,10.000,0,0,0,5.000
__import__.product_8371428,0,8.000,0,0,0,4.000
__import__.product_8371434,0,10.000,0,0,0,5.000
__import__.product_8371440,0,4.000,0,0,0,2.000
__import__.product_8371457,0,4.000,0,0,0,2.000
__import__.product_8371463,0,2.000,0,0,0,1.000
__import__.product_8371486,0,2.000,0,0,0,1.000
__import__.product_8371523,0,12.000,0,0,0,6.000
__import__.product_8371552,0,40.000,0,0,0,30.000
__import__.product_8371575,0,24.000,0,0,0,12.000
__import__.product_8371581,0,16.000,0,0,0,8.000
__import__.product_8371598,0,8.000,0,0,0,6.000
__import__.product_8371606,0,10.000,0,0,0,5.000
__import__.product_8371612,0,6.000,0,0,0,3.000
__import__.product_8371629,0,4.000,0,0,0,2.000
__import__.product_8371635,0,2.000,0,0,0,1.000
__import__.product_8371641,0,2.000,0,0,0,1.000
__import__.product_8371658,0,2.000,0,0,0,1.000
__import__.product_8371664,0,2.000,0,0,0,1.000
__import__.product_8371693,0,2.000,0,0,0,1.000
__import__.product_8371701,0,2.000,0,0,0,1.000
__import__.product_8371718,0,12.000,0,0,0,6.000
__import__.product_8371807,0,4.000,0,0,0,2.000
__import__.product_8371842,0,6.000,0,0,0,3.000
__import__.product_8371859,0,5.000,0,0,0,2.000
__import__.product_8371871,0,4.000,0,0,0,2.000
__import__.product_8375716,0,6.000,0,0,0,3.000
__import__.product_8375722,0,6.000,0,0,0,3.000
__import__.product_8375780,0,10.000,0,0,0,5.000
__import__.product_8375797,0,2.000,0,0,0,1.000
__import__.product_8375857,0,2.000,0,0,0,1.000
__import__.product_8376012,0,2.000,0,0,0,1.000
__import__.product_8376029,0,2.000,0,0,0,1.000
__import__.product_8376176,0,6.000,0,0,0,3.000
__import__.product_8376207,0,2.000,0,0,0,1.000
__import__.product_8376236,0,2.000,0,0,0,1.000
__import__.product_8376265,0,8.000,0,0,0,4.000
__import__.product_8376271,0,12.000,0,0,0,6.000
__import__.product_8376288,0,12.000,0,0,0,6.000
__import__.product_8376294,0,10.000,0,0,0,5.000
__import__.product_8376302,0,4.000,0,0,0,2.000
__import__.product_8376822,0,4.000,0,0,0,2.000
__import__.product_8377537,0,20.000,0,0,0,10.000
__import__.product_8379542,0,2.000,0,0,0,1.000
__import__.product_8379878,0,8.000,0,0,0,4.000
__import__.product_8379944,0,2.000,0,0,0,1.000
__import__.product_8379996,0,4.000,0,0,0,2.000
__import__.product_8380002,0,4.000,0,0,0,2.000
__import__.product_8380019,0,2.000,0,0,0,1.000
__import__.product_8382113,0,6.000,0,0,0,3.000
__import__.product_8382159,0,2.000,0,0,0,1.000
__import__.product_8382981,0,2.000,0,0,0,1.000
__import__.product_8382998,0,2.000,0,0,0,1.000
__import__.product_8383242,0,2.000,0,0,0,1.000
__import__.product_8383259,0,4.000,0,0,0,2.000
__import__.product_8383294,0,4.000,0,0,0,2.000
__import__.product_8383319,0,2.000,0,0,0,1.000
__import__.product_8383325,0,6.000,0,0,0,3.000
__import__.product_8383489,0,2.000,0,0,0,1.000
__import__.product_8387642,1.60,2.000,23.00,9.00,27.00,1.000
__import__.product_8387961,3.90,2.000,98.00,2.20,53.00,1.000
__import__.product_8387978,2.00,4.000,98.30,2.00,54.00,2.000
__import__.product_8388630,0,2.000,0,0,0,1.000
__import__.product_8388647,0,6.000,0,0,0,3.000
__import__.product_8388653,0,3.000,0,0,0,1.000
__import__.product_8388676,0,12.000,0,0,0,6.000
__import__.product_8388682,0,12.000,0,0,0,6.000
__import__.product_8388989,0,6.000,0,0,0,3.000
__import__.product_8389026,0,50.000,0,0,0,25.000
__import__.product_8389345,0,2.000,0,0,0,1.000
__import__.product_8389724,0,6.000,0,0,0,3.000
__import__.product_8389747,0,2.000,0,0,0,1.000
__import__.product_8389776,0,6.000,0,0,0,3.000
__import__.product_8389799,0,30.000,0,0,0,15.000
__import__.product_8389807,0,20.000,0,0,0,10.000
__import__.product_8389813,0,20.000,0,0,0,10.000
__import__.product_8401000,0,2.000,0,0,0,1.000
__import__.product_8431219,0,12.000,0,0,0,6.000
__import__.product_8433454,0,2.000,0,0,0,1.000
__import__.product_8433508,0,10.000,0,0,0,5.000
__import__.product_8454108,1.00,4.000,25.00,17.70,10.80,2.000
__import__.product_8458313,0.40,35.000,20.00,18.00,30.00,15.000
__import__.product_8458336,0.70,300.000,23.00,14.00,36.00,200.000
__import__.product_8480123,0,6.000,0,0,0,1.000
__import__.product_8481973,0,18.000,0,0,0,12.000
__import__.product_8482435,0,10.000,0,0,0,5.000
__import__.product_8486686,0,2400.000,0,0,0,1200.000
__import__.product_8487036,0,3.000,0,0,0,2.000
__import__.product_8487042,1.00,2.000,36.60,19.00,17.90,1.000
__import__.product_8493404,1.00,6.000,0,0,0,3.000
__import__.product_9512023,0.10,24.000,3.60,3.60,15.60,12.000
__import__.product_9512028,0.20,18.000,5.10,5.10,16.20,5.000
__import__.product_9649185,3.00,3.000,0,0,0,1.000
