id,width,depth,length,orderpoint_min,orderpoint_max
__import__.product_8028268,3.50,3.50,10.60,12.000,24.000
__import__.product_8028340,11.20,0.70,14.50,4.000,6.000
__import__.product_8028475,9.20,1.30,9.20,20.000,40.000
__import__.product_8028535,5.30,13.60,13.30,10.000,20.000
__import__.product_8028541,6.00,9.00,12.00,3.000,6.000
__import__.product_8028558,8.00,3.00,8.00,3.000,6.000
__import__.product_8028570,6.60,20.90,6.60,5.000,6.000
__import__.product_8028972,3.00,3.20,9.00,5.000,10.000
__import__.product_8029055,4.00,4.30,13.90,15.000,30.000
__import__.product_8030288,21.90,12.80,7.10,1.000,2.000
__import__.product_8030503,6.40,7.00,6.40,150.000,300.000
__import__.product_8030609,10.00,3.00,10.00,5.000,10.000
__import__.product_8030615,3.70,2.90,7.40,12.000,18.000
__import__.product_8031201,0,0,0,30.000,45.000
__import__.product_8031224,13.00,1.00,22.00,4.000,6.000
__import__.product_8031566,0,0,0,15.000,25.000
__import__.product_8031572,0,0,0,15.000,25.000
__import__.product_8032028,0,0,0,2.000,12.000
__import__.product_8033282,0,0,0,1.000,320.000
__import__.product_8033370,6.00,14.00,31.20,2.000,5.000
__import__.product_8033832,7.20,1.50,7.20,1.000,10.000
__import__.product_8035073,4.60,21.00,4.60,2.000,4.000
__import__.product_8035096,6.10,28.60,6.10,7.000,12.000
__import__.product_8035104,7.50,32.00,7.50,5.000,8.000
__import__.product_8035191,20.60,11.10,7.90,1.000,2.000
__import__.product_8035966,15.00,6.70,14.00,1.000,2.000
__import__.product_8038012,19.10,29.10,25.10,3.000,5.000
__import__.product_8038025,13.50,6.20,21.30,10.000,20.000
__import__.product_8038052,24.90,25.10,33.90,2.000,4.000
__import__.product_8038077,4.50,17.80,4.50,15.000,30.000
__import__.product_8038114,13.00,0.50,17.30,160.000,200.000
__import__.product_8038120,13.50,1.00,16.00,200.000,300.000
__import__.product_8038137,15.50,0.90,22.80,90.000,120.000
__import__.product_8038309,14.80,13.80,33.20,3.000,7.000
__import__.product_8038315,14.70,13.80,33.30,12.000,20.000
__import__.product_8038321,14.90,14.80,33.20,8.000,16.000
__import__.product_8038338,14.70,13.80,33.20,16.000,32.000
__import__.product_8038344,14.70,13.80,33.20,12.000,24.000
__import__.product_8038367,14.80,13.90,33.20,4.000,8.000
__import__.product_8038373,13.50,14.00,33.00,2.000,4.000
__import__.product_8038568,10.50,11.50,27.40,480.000,960.000
__import__.product_8038580,11.80,10.40,27.50,10.000,15.000
__import__.product_8038605,20.30,5.20,29.70,6.000,12.000
__import__.product_8039415,20.00,9.00,20.00,2.000,5.000
__import__.product_8039557,0,0,0,2.000,5.000
__import__.product_8039558,0,0,0,2.000,5.000
__import__.product_8039559,0,0,0,2.000,6.000
__import__.product_8039560,0,0,0,2.000,5.000
__import__.product_8039561,0,0,0,2.000,5.000
__import__.product_8039734,33.60,1.90,41.00,2.000,4.000
__import__.product_8040105,26.00,4.00,41.00,10.000,20.000
__import__.product_8040298,0,0,0,10.000,20.000
__import__.product_8040708,6.60,23.90,6.60,12.000,24.000
__import__.product_8040861,4.20,3.40,10.50,10.000,20.000
__import__.product_8042819,14.00,3.00,22.00,2.000,4.000
__import__.product_8043061,5.50,14.00,53.50,1.000,5.000
__import__.product_8043670,20.60,0.10,33.30,24.000,36.000
__import__.product_8043687,22.60,0.10,38.10,90.000,135.000
__import__.product_8043693,27.40,0.10,46.70,50.000,75.000
__import__.product_8043701,32.20,0.10,56.70,70.000,105.000
__import__.product_8043718,38.30,0.10,69.30,60.000,90.000
__import__.product_8043724,45.60,0.10,33.80,70.000,105.000
__import__.product_8043871,20.60,0.10,33.10,40.000,60.000
__import__.product_8043888,22.80,0.10,38.30,80.000,120.000
__import__.product_8043894,32.30,0.10,46.80,80.000,120.000
__import__.product_8043919,45.90,0.10,83.40,70.000,105.000
__import__.product_8043925,51.40,0.10,99.10,50.000,75.000
__import__.product_8043931,2.50,2.50,35.00,10.000,20.000
__import__.product_8043948,1.30,1.30,43.40,10.000,20.000
__import__.product_8043954,3.50,21.00,16.00,20.000,50.000
__import__.product_8043977,18.30,3.00,18.30,2.000,4.000
__import__.product_8044770,4.20,14.50,4.20,1.000,2.000
__import__.product_8044787,5.40,23.70,5.40,8.000,12.000
__import__.product_8044818,1.60,16.50,6.00,20.000,40.000
__import__.product_8045172,1.70,11.70,9.00,6.000,12.000
__import__.product_8045189,9.00,1.70,11.70,48.000,96.000
__import__.product_8046289,7.60,0.20,7.60,2.000,4.000
__import__.product_8046326,7.60,0.20,15.10,10.000,20.000
__import__.product_8046450,2.80,0.50,3.80,5.000,10.000
__import__.product_8046467,1.30,1.30,1.60,10.000,20.000
__import__.product_8048696,0,0,0,1.000,2.000
__import__.product_8048880,27.20,0.10,46.80,60.000,90.000
__import__.product_8050196,28.50,33.00,46.50,3.000,6.000
__import__.product_8050204,1.50,12.00,8.80,6.000,9.000
__import__.product_8050256,9.50,1.00,16.90,100.000,200.000
__import__.product_8050263,1.00,1.00,29.50,12.000,24.000
__import__.product_8051416,10.50,2.30,18.90,3.000,6.000
__import__.product_8051563,6.30,6.30,5.40,80.000,160.000
__import__.product_8051586,6.00,6.00,5.50,100.000,200.000
__import__.product_8051592,6.00,6.00,8.00,36.000,72.000
__import__.product_8051617,6.00,6.00,8.00,50.000,200.000
__import__.product_8051623,6.00,6.00,10.80,100.000,200.000
__import__.product_8051646,6.00,6.00,10.80,80.000,160.000
__import__.product_8051669,6.00,6.00,10.80,100.000,200.000
__import__.product_8053013,3.50,2.10,14.00,600.000,900.000
__import__.product_8053036,3.30,1.90,14.40,100.000,150.000
__import__.product_8053059,3.50,2.10,14.00,50.000,75.000
__import__.product_8053617,10.00,1.50,20.00,600.000,800.000
__import__.product_8053618,9.80,1.60,19.80,400.000,600.000
__import__.product_8053639,16.00,2.20,28.00,10.000,20.000
__import__.product_8053680,2.50,11.50,11.00,4.000,8.000
__import__.product_8053740,8.70,9.50,11.50,300.000,600.000
__import__.product_8054053,7.50,0.90,7.50,4.000,6.000
__import__.product_8054254,0,0,0,3.000,5.000
__import__.product_8055212,7.80,40.60,15.00,1.000,2.000
__import__.product_8058269,9.00,15.00,21.00,150.000,250.000
__import__.product_8058298,7.50,25.90,9.40,5.000,10.000
__import__.product_8058393,0.60,0.60,42.50,1.000,2.000
__import__.product_8058683,18.00,14.00,21.90,6.000,12.000
__import__.product_8058708,22.30,14.20,17.70,6.000,8.000
__import__.product_8060562,3.00,25.50,15.80,1.000,2.000
__import__.product_8061662,0,0,0,5.000,10.000
__import__.product_8061857,2.50,20.20,31.00,4.000,6.000
__import__.product_8062124,0,0,0,2.000,3.000
__import__.product_8062130,0,0,0,2.000,3.000
__import__.product_8062294,0,0,0,24.000,48.000
__import__.product_8062466,0,0,0,1.000,2.000
__import__.product_8062472,23.50,4.50,42.00,1.000,2.000
__import__.product_8062555,11.00,11.00,50.00,24.000,36.000
__import__.product_8062710,11.30,11.20,14.30,2.000,12.000
__import__.product_8062727,12.20,17.80,12.20,2.000,4.000
__import__.product_8063359,2.00,12.00,22.50,10.000,25.000
__import__.product_8063508,7.40,4.00,12.00,25.000,35.000
__import__.product_8063514,7.30,4.40,12.50,50.000,100.000
__import__.product_8063520,7.30,4.40,12.40,25.000,50.000
__import__.product_8063684,0,0,0,100.000,200.000
__import__.product_8063715,1.30,1.30,11.10,300.000,600.000
__import__.product_8063721,1.40,1.30,11.20,1500.000,3000.000
__import__.product_8063744,0,0,0,1.000,2.000
__import__.product_8063767,4.00,4.00,8.50,10.000,20.000
__import__.product_8067848,0,0,0,2.000,4.000
__import__.product_8068598,7.90,16.80,7.90,6.000,17.000
__import__.product_8069250,12.50,2.00,18.20,30.000,36.000
__import__.product_8069267,13.90,1.90,18.50,12.000,24.000
__import__.product_8069273,13.80,1.90,18.00,60.000,120.000
__import__.product_8069304,13.00,2.00,18.00,2.000,5.000
__import__.product_8070765,6.50,6.50,26.00,1.000,2.000
__import__.product_8071991,4.90,4.50,4.90,10.000,20.000
__import__.product_8072683,25.00,9.50,50.00,12.000,24.000
__import__.product_8075084,12.40,42.80,18.80,3.000,5.000
__import__.product_8075687,13.80,12.40,17.60,14.000,21.000
__import__.product_8076652,3.10,2.90,7.60,24.000,48.000
__import__.product_8090913,22.30,10.90,17.00,4.000,8.000
__import__.product_8092243,9.10,15.50,5.20,8.000,17.000
__import__.product_8096465,1.80,11.50,5.50,40.000,120.000
__import__.product_8097275,0,0,0,100.000,200.000
__import__.product_8101539,9.50,15.90,5.50,16.000,33.000
__import__.product_8101545,18.80,29.80,14.00,10.000,18.000
__import__.product_8104621,16.50,12.30,16.50,1.000,2.000
__import__.product_8110610,0,0,0,1.000,3.000
__import__.product_8110679,0,0,0,5.000,10.000
__import__.product_8110685,0,0,0,3.000,6.000
__import__.product_8112796,0,0,0,60.000,130.000
__import__.product_8113749,0,0,0,6.000,15.000
__import__.product_8113778,0,0,0,7.000,19.000
__import__.product_8113815,0,0,0,5.000,13.000
__import__.product_8120000,3.20,8.50,3.20,119.000,350.000
__import__.product_8120001,11.50,4.40,4.10,46.000,180.000
__import__.product_8120002,8.70,4.60,11.80,64.000,216.000
__import__.product_8120007,16.70,5.20,18.00,20.000,68.000
__import__.product_8150003,10.70,2.70,19.30,2.000,4.000
__import__.product_8165004,1.50,21.00,10.30,15.000,30.000
__import__.product_8165008,1.50,21.00,10.50,10.000,20.000
__import__.product_8165009,1.50,21.00,10.20,10.000,20.000
__import__.product_8165020,1.50,21.00,10.20,10.000,20.000
__import__.product_8165032,6.60,5.20,20.80,3.000,6.000
__import__.product_8181610,0,0,0,2.000,3.000
__import__.product_8186642,13.50,26.00,24.00,2.000,5.000
__import__.product_8188569,14.50,0.70,14.50,2.000,4.000
__import__.product_8188575,1.40,17.00,21.00,6.000,12.000
__import__.product_8188581,1.00,23.00,16.60,8.000,16.000
__import__.product_8188598,19.00,1.50,25.00,8.000,16.000
__import__.product_8188606,1.50,18.50,24.00,10.000,20.000
__import__.product_8188629,2.00,23.00,29.00,4.000,8.000
__import__.product_8188635,1.50,27.00,32.50,2.000,4.000
__import__.product_8188641,17.00,1.80,22.00,10.000,15.000
__import__.product_8188658,16.00,0.60,21.00,10.000,15.000
__import__.product_8188664,20.30,21.30,20.30,2.000,3.000
__import__.product_8189103,0,0,0,5.000,10.000
__import__.product_8196468,0,0,0,2.000,4.000
__import__.product_8202803,0,0,0,8.000,16.000
__import__.product_8207143,24.90,4.00,15.20,2.000,10.000
__import__.product_8208119,0,0,0,3.000,6.000
__import__.product_8209490,2.20,7.50,8.00,20.000,40.000
__import__.product_8214114,6.00,5.50,6.00,252.000,504.000
__import__.product_8214143,6.30,13.00,9.30,240.000,480.000
__import__.product_8214195,5.80,10.00,5.80,396.000,792.000
__import__.product_8214203,5.50,10.00,5.50,36.000,72.000
__import__.product_8216337,11.50,11.30,26.50,3.000,5.000
__import__.product_8217058,0,0,0,8.000,16.000
__import__.product_8217128,3.50,0.50,4.20,50.000,100.000
__import__.product_8224058,15.50,4.00,25.00,1.000,2.000
__import__.product_8225081,10.00,11.50,27.50,200.000,400.000
__import__.product_8229251,0,0,0,4.000,8.000
__import__.product_8230730,10.00,9.70,63.80,3.000,6.000
__import__.product_8241620,0.80,8.20,9.00,9.000,18.000
__import__.product_8241630,0.90,8.20,9.00,12.000,24.000
__import__.product_8241830,6.80,12.90,6.80,9.000,18.000
__import__.product_8242025,0.90,8.20,9.00,12.000,24.000
__import__.product_8242130,0.80,8.20,9.00,18.000,36.000
__import__.product_8242230,0.90,8.20,9.10,18.000,36.000
__import__.product_8245005,2.70,13.50,5.50,250.000,500.000
__import__.product_8245008,8.40,4.10,92.10,2.000,3.000
__import__.product_8250004,7.70,7.50,24.20,100.000,150.000
__import__.product_8250005,12.70,7.50,24.40,150.000,200.000
__import__.product_8250006,7.50,12.50,24.00,150.000,200.000
__import__.product_8250629,0,0,0,1.000,2.000
__import__.product_8255000,7.50,10.50,7.50,11.000,27.000
__import__.product_8259393,0,0,0,5.000,10.000
__import__.product_8259801,4.70,3.70,19.90,3.000,6.000
__import__.product_8259802,4.70,3.70,19.90,3.000,8.000
__import__.product_8259803,4.30,7.40,4.30,12.000,25.000
__import__.product_8259804,5.50,6.30,5.90,2.000,4.000
__import__.product_8259805,6.70,9.50,6.70,1.000,3.000
__import__.product_8259812,16.00,3.90,18.50,5.000,10.000
__import__.product_8259817,8.80,25.50,8.80,2.000,8.000
__import__.product_8259820,22.00,19.80,22.80,1.000,3.000
__import__.product_8259855,5.30,3.90,23.00,5.000,15.000
__import__.product_8259857,4.30,7.40,4.30,18.000,38.000
__import__.product_8260245,16.90,10.50,24.50,4.000,9.000
__import__.product_8266772,0,0,0,1.000,2.000
__import__.product_8270002,7.10,21.80,8.80,27.000,38.000
__import__.product_8270005,15.00,7.00,18.70,4.000,14.000
__import__.product_8270017,4.30,7.70,4.30,12.000,24.000
__import__.product_8270021,4.50,18.00,16.70,20.000,30.000
__import__.product_8270032,4.30,7.50,4.30,10.000,20.000
__import__.product_8270040,4.60,1.60,4.40,50.000,100.000
__import__.product_8270046,18.80,10.50,19.00,2.000,4.000
__import__.product_8270052,16.90,11.70,18.20,2.000,4.000
__import__.product_8270056,7.50,8.20,7.50,10.000,20.000
__import__.product_8270063,6.80,12.90,6.80,300.000,600.000
__import__.product_8270065,14.90,12.40,25.30,188.000,250.000
__import__.product_8270066,18.00,13.90,22.00,250.000,500.000
__import__.product_8270069,5.10,1.20,7.50,240.000,320.000
__import__.product_8270070,5.00,1.10,7.00,100.000,200.000
__import__.product_8270073,1.20,1.20,14.40,50.000,100.000
__import__.product_8270074,1.30,1.30,14.40,50.000,100.000
__import__.product_8270100,9.50,3.50,9.90,12.000,18.000
__import__.product_8270128,3.10,3.10,7.30,10.000,20.000
__import__.product_8270131,5.20,9.80,5.20,6.000,12.000
__import__.product_8270136,15.50,2.40,15.50,10.000,20.000
__import__.product_8270156,5.30,1.30,8.00,120.000,160.000
__import__.product_8270157,5.20,1.20,7.50,50.000,100.000
__import__.product_8270160,1.50,1.30,14.40,250.000,500.000
__import__.product_8270161,1.40,1.20,11.30,60.000,120.000
__import__.product_8270168,12.80,19.50,13.50,15.000,30.000
__import__.product_8270178,8.50,1.80,10.60,50.000,100.000
__import__.product_8270189,7.60,21.90,7.60,25.000,84.000
__import__.product_8270201,4.80,4.70,6.70,24.000,48.000
__import__.product_8270206,21.00,21.20,30.30,2.000,3.000
__import__.product_8270208,6.80,12.90,6.80,20.000,38.000
__import__.product_8270213,19.10,25.40,19.30,2.000,4.000
__import__.product_8270252,6.80,13.00,6.80,7.000,26.000
__import__.product_8270263,5.70,10.60,5.70,20.000,40.000
__import__.product_8270281,8.50,4.70,11.30,42.000,141.000
__import__.product_8270282,8.50,4.70,11.30,19.000,70.000
__import__.product_8270284,8.50,4.70,11.20,15.000,45.000
__import__.product_8270500,13.00,1.30,18.00,10.000,20.000
__import__.product_8270501,23.70,17.30,24.00,5.000,8.000
__import__.product_8270502,13.00,15.80,13.50,1.000,2.000
__import__.product_8270510,12.80,0.80,7.90,18.000,29.000
__import__.product_8270520,8.60,22.30,8.60,10.000,15.000
__import__.product_8270529,5.50,13.00,7.00,2.000,3.000
__import__.product_8270532,13.00,15.50,13.50,3.000,6.000
__import__.product_8270539,10.00,10.70,10.00,3.000,5.000
__import__.product_8271250,19.20,31.10,23.50,2.000,8.000
__import__.product_8274547,0,0,0,16.000,24.000
__import__.product_8285887,0,0,0,4.000,8.000
__import__.product_8287372,0,0,0,2.000,4.000
__import__.product_8288928,0,0,0,36.000,72.000
__import__.product_8290055,0,0,0,5.000,10.000
__import__.product_8290150,13.50,28.50,18.80,2.000,6.000
__import__.product_8290687,155.00,2.50,28.00,25.000,50.000
__import__.product_8291132,1.30,1.30,11.20,600.000,1200.000
__import__.product_8291505,1.10,9.80,19.60,100.000,200.000
__import__.product_8292752,5.90,5.30,6.20,216.000,432.000
__import__.product_8292769,6.20,9.50,6.20,120.000,240.000
__import__.product_8292775,6.20,11.00,6.20,36.000,72.000
__import__.product_8294099,0.80,10.50,16.80,4.000,6.000
__import__.product_8294107,2.00,12.00,22.50,4.000,6.000
__import__.product_8294254,8.60,22.00,8.60,6.000,12.000
__import__.product_8294277,8.70,21.90,8.70,6.000,12.000
__import__.product_8295288,8.50,18.00,8.50,10.000,20.000
__import__.product_8298039,10.30,24.00,15.20,1.000,2.000
__import__.product_8299694,0,0,0,1.000,2.000
__import__.product_8315002,0,0,0,2.000,12.000
__import__.product_8330012,6.60,14.10,6.60,3000.000,4800.000
__import__.product_8330038,18.00,10.00,18.00,21.000,79.000
__import__.product_8330039,18.70,10.10,13.90,4.000,8.000
__import__.product_8330044,10.10,6.40,10.10,21.000,69.000
__import__.product_8330046,7.50,2.80,10.40,10.000,34.000
__import__.product_8331452,10.60,5.00,12.90,2.000,4.000
__import__.product_8333764,4.00,25.00,16.60,1.000,2.000
__import__.product_8334410,10.10,20.60,10.10,5.000,10.000
__import__.product_8334841,13.00,5.00,13.00,5.000,10.000
__import__.product_8335438,4.60,17.90,4.60,4.000,6.000
__import__.product_8338827,0,0,0,72.000,108.000
__import__.product_8341568,28.00,12.50,20.70,50.000,250.000
__import__.product_8342131,4.90,17.90,4.90,5.000,8.000
__import__.product_8350722,0,0,0,5.000,10.000
__import__.product_8352336,0,0,0,1.000,2.000
__import__.product_8352337,0,0,0,2.000,5.000
__import__.product_8352343,0,0,0,2.000,5.000
__import__.product_8352360,0,0,0,2.000,5.000
__import__.product_8352422,0,0,0,5.000,10.000
__import__.product_8352424,0,0,0,5.000,10.000
__import__.product_8359367,3.00,9.50,25.00,10.000,20.000
__import__.product_8359410,1.70,1.50,8.30,50.000,100.000
__import__.product_8365304,5.00,20.00,15.00,5.000,10.000
__import__.product_8366083,5.00,0.20,47.30,2.000,10.000
__import__.product_8368745,0,0,0,1.000,2.000
__import__.product_8371345,0,0,0,3.000,6.000
__import__.product_8371546,0,0,0,12.000,24.000
__import__.product_8371569,0,0,0,20.000,30.000
__import__.product_8371724,0,0,0,6.000,12.000
__import__.product_8371730,0,0,0,8.000,12.000
__import__.product_8371747,0,0,0,10.000,20.000
__import__.product_8371753,0,0,0,10.000,20.000
__import__.product_8371776,0,0,0,5.000,10.000
__import__.product_8371782,0,0,0,8.000,16.000
__import__.product_8371799,0,0,0,5.000,10.000
__import__.product_8371813,0,0,0,2.000,4.000
__import__.product_8371836,0,0,0,2.000,4.000
__import__.product_8376064,0,0,0,9.000,18.000
__import__.product_8376070,0,0,0,20.000,40.000
__import__.product_8376087,0,0,0,20.000,30.000
__import__.product_8376093,0,0,0,15.000,30.000
__import__.product_8376101,0,0,0,15.000,30.000
__import__.product_8376118,0,0,0,8.000,16.000
__import__.product_8376124,0,0,0,4.000,8.000
__import__.product_8376130,0,0,0,5.000,10.000
__import__.product_8376147,0,0,0,3.000,6.000
__import__.product_8376153,0,0,0,5.000,10.000
__import__.product_8376182,0,0,0,3.000,6.000
__import__.product_8376199,0,0,0,2.000,4.000
__import__.product_8376466,0,0,0,3.000,6.000
__import__.product_8376472,0,0,0,6.000,12.000
__import__.product_8376489,0,0,0,10.000,20.000
__import__.product_8376495,0,0,0,9.000,18.000
__import__.product_8376503,0,0,0,3.000,6.000
__import__.product_8376526,0,0,0,1.000,2.000
__import__.product_8377891,0,0,0,1.000,2.000
__import__.product_8379855,0,0,0,4.000,8.000
__import__.product_8379861,0,0,0,4.000,8.000
__import__.product_8379884,0,0,0,3.000,6.000
__import__.product_8379890,0,0,0,2.000,4.000
__import__.product_8379909,0,0,0,2.000,4.000
__import__.product_8384247,12.30,18.70,15.20,2.000,3.000
__import__.product_8384282,21.00,4.00,26.00,24.000,36.000
__import__.product_8387659,26.00,6.50,31.00,4.000,6.000
__import__.product_8387926,1.70,29.50,46.00,1.000,2.000
__import__.product_8387932,1.80,34.50,56.50,1.000,2.000
__import__.product_8387949,2.00,41.00,69.50,1.000,2.000
__import__.product_8387955,2.00,48.20,83.50,1.000,2.000
__import__.product_8426916,12.80,28.60,19.00,8.000,12.000
__import__.product_8427086,12.00,17.90,12.00,20.000,40.000
__import__.product_8427092,12.00,12.00,17.70,10.000,20.000
__import__.product_8429228,35.50,33.00,55.00,12.000,18.000
__import__.product_8429955,13.90,8.70,15.60,7.000,14.000
__import__.product_8429956,13.60,15.50,8.80,20.000,40.000
__import__.product_8430094,10.50,2.40,18.80,1.000,2.000
__import__.product_8432012,11.50,5.00,23.00,40.000,80.000
__import__.product_8433075,6.00,15.00,10.80,2.000,3.000
__import__.product_8433388,10.70,1.20,14.00,2.000,3.000
__import__.product_8433394,11.30,2.00,15.00,3.000,5.000
__import__.product_8433402,11.00,1.50,16.00,1.000,2.000
__import__.product_8433419,18.30,14.10,40.00,4.000,8.000
__import__.product_8459092,13.00,25.00,17.00,55.000,95.000
__import__.product_8477658,8.00,25.60,8.70,5.000,20.000
__import__.product_8482429,0,0,0,30.000,60.000
__import__.product_8486752,11.80,6.60,11.90,4.000,6.000
__import__.product_8493309,19.00,29.20,14.00,39.000,92.000
__import__.product_8540017,0,0,0,1.000,2.000
__import__.product_8825728,1.30,20.00,15.00,6.000,10.000
__import__.product_9006031,8.90,18.60,10.50,1.000,2.000
__import__.product_9040237,0,0,0,2.000,4.000
__import__.product_9052510,8.00,2.20,10.20,2.000,4.000
__import__.product_9250331,0,0,0,20.000,40.000
__import__.product_9501100,14.00,26.80,14.00,8.000,15.000
__import__.product_9501117,6.40,24.20,6.40,36.000,72.000
__import__.product_9501521,5.90,2.10,5.90,18.000,54.000
__import__.product_9501693,13.20,6.00,20.20,8.000,24.000
__import__.product_9512005,2.90,7.00,3.30,6.000,12.000
__import__.product_9512008,4.00,7.20,4.00,16.000,28.000
__import__.product_9512010,9.20,2.20,10.60,4.000,8.000
__import__.product_9512026,4.70,14.10,4.70,5.000,12.000
__import__.product_9512035,29.10,22.50,31.10,3.000,7.000
__import__.product_9512036,11.20,2.50,12.10,24.000,36.000
__import__.product_9512045,12.00,7.40,18.70,3.000,6.000
__import__.product_9512052,4.70,3.60,8.70,6.000,17.000
__import__.product_9512053,3.70,8.60,4.70,27.000,99.000
__import__.product_9512054,4.70,3.70,8.70,5.000,20.000
__import__.product_9512055,3.80,8.60,4.70,33.000,122.000
__import__.product_9512056,3.70,8.70,4.70,7.000,20.000
__import__.product_9687002,11.70,13.50,11.70,4.000,8.000
__import__.product_9694895,11.00,15.50,11.00,2.000,5.000
__import__.product_9695015,11.70,20.30,11.70,15.000,27.000
__import__.product_9695021,4.50,8.20,4.50,48.000,96.000
__import__.product_9700868,11.80,15.50,11.80,5.000,11.000
__import__.product_9833948,7.50,16.20,7.50,3.000,6.000
