id,orderpoint_min,orderpoint_max,orderpoint_qty_multiple
__import__.product_2186849,250,583,10
__import__.product_2187078,60,246,10
__import__.product_2197259,124,310,50
__import__.product_2197301,0,1,1
__import__.product_2198679,12,24,1
__import__.product_2200483,7,14,1
__import__.product_2200491,11,33,1
__import__.product_2203164,20,66,2
__import__.product_2210144,15,35,1
__import__.product_2210987,16,40,1
__import__.product_2217305,1,2,1
__import__.product_2223535,93,383,20
__import__.product_2228450,9,31,1
__import__.product_2232230,0,1,1
__import__.product_2244093,3,10,1
__import__.product_2246536,600,3300,10
__import__.product_2247856,10,20,1
__import__.product_2247872,100,200,1
__import__.product_2247898,16,34,1
__import__.product_2247914,10,20,1
__import__.product_2248800,17,48,1
__import__.product_2248870,10,20,1
__import__.product_2249589,10,20,1
__import__.product_2249597,6,20,5
__import__.product_2249605,8,31,1
__import__.product_2249613,11,37,1
__import__.product_2249621,12,36,5
__import__.product_2249639,4,12,1
__import__.product_2251841,36,122,1
__import__.product_2251858,30,56,1
__import__.product_2251866,37,123,1
__import__.product_2251874,19,53,1
__import__.product_2251882,5,16,1
__import__.product_2252252,96,170,12
__import__.product_2252260,67,100,12
__import__.product_2252310,5,19,1
__import__.product_2261998,7,16,1
__import__.product_2262004,8,23,1
__import__.product_2262020,6,16,1
__import__.product_2262046,4,8,1
__import__.product_2262061,6,14,1
__import__.product_2263267,25,82,1
__import__.product_2265643,1,7,1
__import__.product_2266781,23,77,1
__import__.product_2268878,50,92,1
__import__.product_2269009,12,14,1
__import__.product_2269017,3,6,1
__import__.product_2269876,10,20,1
__import__.product_2270403,30,84,25
__import__.product_2271088,24,88,12
__import__.product_2271096,75,255,48
__import__.product_2271104,99,334,12
__import__.product_2271112,66,223,12
__import__.product_2271120,11,35,1
__import__.product_2271138,14,46,12
__import__.product_2271187,3,7,1
__import__.product_2271203,3,7,1
__import__.product_2271229,1,3,1
__import__.product_2271237,3,6,1
__import__.product_2271765,12,24,1
__import__.product_2276574,12,40,15
__import__.product_2281046,72,120,1
__import__.product_2281053,25,72,1
__import__.product_2281061,6,22,1
__import__.product_2287120,1,2,1
__import__.product_2287878,4,14,1
__import__.product_2288876,22,79,1
__import__.product_2288926,8,20,1
__import__.product_2288934,1,3,1
__import__.product_2288983,2,4,1
__import__.product_2289122,8,18,1
__import__.product_2289171,1,2,1
__import__.product_2289304,3,9,1
__import__.product_2289312,0,1,1
__import__.product_2289892,6,12,1
__import__.product_2310399,10,21,1
__import__.product_2314425,120,220,10
__import__.product_2314433,60,110,10
__import__.product_2318483,16,63,1
__import__.product_2318491,0,1,1
__import__.product_2321602,106,435,20
__import__.product_2322634,0,1,1
__import__.product_2325751,8,20,10
__import__.product_2328854,11,22,1
__import__.product_2328862,3,9,1
__import__.product_2328896,2,4,1
__import__.product_2328904,10,32,1
__import__.product_2329571,1,4,1
__import__.product_2329589,18,61,1
__import__.product_2329605,10,33,1
__import__.product_2330470,8,28,1
__import__.product_2340453,31,113,10
__import__.product_2342087,2,6,1
__import__.product_2342095,5,10,1
__import__.product_2342103,20,44,6
__import__.product_2342111,4,6,1
__import__.product_2342129,10,20,1
__import__.product_2342145,7,14,1
__import__.product_2342160,6,20,6
__import__.product_2342178,30,60,4
__import__.product_2342186,30,60,1
__import__.product_2342194,10,20,1
__import__.product_2343952,18,60,1
__import__.product_2343978,11,40,1
__import__.product_2352284,30,50,1
__import__.product_2352292,40,80,10
__import__.product_2352805,2,5,1
__import__.product_2352813,7,25,1
__import__.product_2353829,210,783,1
__import__.product_2356731,2,4,1
__import__.product_2357465,2,3,1
__import__.product_2357481,16,36,1
__import__.product_2357515,17,39,1
__import__.product_2357531,68,160,1
__import__.product_2357556,4,7,1
__import__.product_2357648,28,65,1
__import__.product_2357689,15,34,1
__import__.product_2357739,1,8,8
__import__.product_2357754,49,115,1
__import__.product_2357788,16,33,1
__import__.product_2357812,1,2,1
__import__.product_2357952,43,60,1
__import__.product_2357994,2,10,1
__import__.product_2358042,0,1,1
__import__.product_2363919,350,957,1
__import__.product_2366136,1,2,1
__import__.product_2368231,71,265,1
__import__.product_2371813,1,2,1
__import__.product_2372753,11,37,6
__import__.product_2372779,30,124,96
__import__.product_2372787,16,52,1
__import__.product_2372803,10,34,1
__import__.product_2372829,30,102,6
__import__.product_2372837,16,52,1
__import__.product_2373553,10,21,1
__import__.product_2373561,8,17,1
__import__.product_2374445,15,34,1
__import__.product_2377323,35,117,10
__import__.product_2377728,2,4,1
__import__.product_2379741,16,52,1
__import__.product_2379758,59,218,64
__import__.product_2379766,109,370,1
__import__.product_2379782,86,321,10
__import__.product_2379790,43,159,1
__import__.product_2379808,47,172,10
__import__.product_2379816,48,177,10
__import__.product_2379824,19,65,10
__import__.product_2382729,36,119,1
__import__.product_2382737,22,60,1
__import__.product_2384949,68,281,1
__import__.product_2385987,12,38,1
__import__.product_2385995,7,22,1
__import__.product_2386001,4,11,1
__import__.product_2388908,3,7,1
__import__.product_2388916,3,6,1
__import__.product_2388924,1,4,1
__import__.product_2389153,3,10,6
__import__.product_2389161,4,14,6
__import__.product_2389179,8,29,6
__import__.product_2398451,50,186,12
__import__.product_2398469,40,148,12
__import__.product_2399681,14,52,1
__import__.product_2401677,12,27,6
__import__.product_2401685,4,10,6
__import__.product_2404341,31,104,10
__import__.product_2404358,29,97,6
__import__.product_2407110,81,302,10
__import__.product_2407351,11,21,10
__import__.product_2407377,15,25,10
__import__.product_2407385,4,12,10
__import__.product_2407393,5,19,10
__import__.product_2407401,3,12,10
__import__.product_2407419,5,20,10
__import__.product_2407427,4,15,10
__import__.product_2410959,70,204,36
__import__.product_2413359,2,3,1
__import__.product_2413367,0,1,1
__import__.product_2413375,0,1,1
__import__.product_2413391,0,2,1
__import__.product_2413466,1,2,1
__import__.product_2413508,2,3,1
__import__.product_2413516,1,3,1
__import__.product_2413557,2,3,1
__import__.product_2413607,1,2,1
__import__.product_2420685,12,24,8
__import__.product_2430080,88,329,20
__import__.product_2430205,43,161,12
__import__.product_2430213,26,86,12
__import__.product_2432821,13,42,1
__import__.product_2433779,15,51,1
__import__.product_2433787,23,78,12
__import__.product_2433795,36,121,1
__import__.product_2433803,16,55,1
__import__.product_2433811,18,60,1
__import__.product_2433829,14,35,1
__import__.product_2433878,51,171,1
__import__.product_2433886,0,12,1
__import__.product_2433894,4,12,1
__import__.product_2433902,3,10,1
__import__.product_2435105,20,44,12
__import__.product_2435360,18,59,1
__import__.product_2435378,33,136,12
__import__.product_2435873,20,50,1
__import__.product_2436905,38,140,1
__import__.product_2436913,26,96,1
__import__.product_2437325,5,11,1
__import__.product_2441350,57,191,1
__import__.product_2441376,8,24,1
__import__.product_2445161,40,108,1
__import__.product_2445179,15,53,1
__import__.product_2446011,3,6,1
__import__.product_2446045,14,47,1
__import__.product_2446052,2,4,1
__import__.product_2446532,10,30,1
__import__.product_2447902,14,29,1
__import__.product_2447936,9,30,1
__import__.product_2451623,8,18,12
__import__.product_2451631,12,27,12
__import__.product_2451649,10,26,12
__import__.product_2451656,12,40,12
__import__.product_2451664,4,12,1
__import__.product_2451672,8,23,1
__import__.product_2451862,35,117,6
__import__.product_2451870,19,64,6
__import__.product_2457687,13,47,6
__import__.product_2457711,20,47,6
__import__.product_2457729,3,9,1
__import__.product_2457745,6,18,1
__import__.product_2457752,4,12,1
__import__.product_2457760,4,13,1
__import__.product_2458032,170,577,84
__import__.product_2458115,100,200,10
__import__.product_2461325,2,6,1
__import__.product_2461333,4,12,1
__import__.product_2461903,14,47,10
__import__.product_2465011,0,1,1
__import__.product_2470565,21,69,1
__import__.product_2472488,6,12,2
__import__.product_2472496,4,6,2
__import__.product_2475846,31,115,12
__import__.product_2477479,30,99,12
__import__.product_2477495,41,137,12
__import__.product_2477503,29,84,12
__import__.product_2478477,1,2,1
__import__.product_2479129,34,137,1
__import__.product_2487189,7,22,12
__import__.product_2488013,11,44,1
__import__.product_2488021,10,20,1
__import__.product_2488039,7,29,1
__import__.product_2488583,10,23,1
__import__.product_2488609,4,8,1
__import__.product_2500296,6,15,1
__import__.product_2502722,113,420,40
__import__.product_2503845,10,35,1
__import__.product_2504911,15,30,4
__import__.product_2506038,281,1159,5
__import__.product_2509776,19,64,12
__import__.product_2509784,5,17,1
__import__.product_2509792,16,58,12
__import__.product_2509800,11,35,1
__import__.product_2509818,33,123,12
__import__.product_2509826,7,24,1
__import__.product_2510469,6,13,1
__import__.product_2510485,2,4,1
__import__.product_2510493,30,58,1
__import__.product_2510543,1,2,1
__import__.product_2510550,25,50,1
__import__.product_2511780,9,28,6
__import__.product_2511798,16,54,6
__import__.product_2518827,20,40,4
__import__.product_2518835,12,43,1
__import__.product_2518850,5,10,1
__import__.product_2520856,10,33,1
__import__.product_2520872,60,223,6
__import__.product_2542217,0,1,1
__import__.product_2542942,6,20,12
__import__.product_2543031,10,20,1
__import__.product_2543049,5,10,1
__import__.product_2543073,2,4,4
__import__.product_2545267,8,20,2
__import__.product_2548626,2,5,1
__import__.product_2549418,15,30,1
__import__.product_2549442,24,97,1
__import__.product_2552271,120,180,10
__import__.product_2553196,6,20,1
__import__.product_2553212,6,22,30
__import__.product_2553238,3,6,1
__import__.product_2554509,3,7,1
__import__.product_2554517,8,25,1
__import__.product_2555183,90,160,10
__import__.product_2561157,12,24,48
__import__.product_2561165,10,20,15
__import__.product_2561173,10,20,1
__import__.product_2561181,8,20,15
__import__.product_2563401,27,108,4
__import__.product_2564730,10,27,1
__import__.product_2564748,0,1,1
__import__.product_2565554,24,80,10
__import__.product_2565596,12,34,1
__import__.product_2568780,43,146,12
__import__.product_2568798,7,24,1
__import__.product_2568822,2,6,1
__import__.product_2572832,12,24,6
__import__.product_2573434,5,17,1
__import__.product_2575421,56,208,1
__import__.product_2575439,59,198,10
__import__.product_2576874,203,755,12
__import__.product_2578326,4,10,1
__import__.product_2580652,20,40,1
__import__.product_2581965,10,25,1
__import__.product_2582039,1,2,1
__import__.product_2582385,5,21,6
__import__.product_2582578,6,12,4
__import__.product_2582740,7,27,1
__import__.product_2582757,12,24,12
__import__.product_2582823,14,56,1
__import__.product_2583953,20,40,1
__import__.product_2583979,53,196,6
__import__.product_2583987,53,70,6
__import__.product_2586683,9,25,12
__import__.product_2586717,2,4,1
__import__.product_2591766,15,34,1
__import__.product_2595502,24,48,12
__import__.product_2595759,16,52,1
__import__.product_2597250,5,15,1
__import__.product_2598332,9,18,1
__import__.product_2599827,7,23,1
__import__.product_2599850,7,23,4
__import__.product_2601243,6,12,1
__import__.product_2601268,3,5,1
__import__.product_2604957,10,20,1
__import__.product_2604965,93,382,1
__import__.product_2604973,52,193,1
__import__.product_2604981,7,14,12
__import__.product_2605061,8,15,5
__import__.product_2605228,66,223,2
__import__.product_2612018,25,50,1
__import__.product_2612026,20,40,1
__import__.product_2612042,19,40,1
__import__.product_2612059,20,40,1
__import__.product_2612067,20,40,1
__import__.product_2615292,2,4,1
__import__.product_2617231,10,20,10
__import__.product_2617256,5,15,10
__import__.product_2617272,3,13,10
__import__.product_2617330,56,100,10
__import__.product_2617348,25,80,18
__import__.product_2617363,19,60,6
__import__.product_2617371,7,28,6
__import__.product_2617389,79,324,1
__import__.product_2617397,30,50,10
__import__.product_2619278,5,15,1
__import__.product_2620573,20,82,1
__import__.product_2620581,18,74,1
__import__.product_2623627,20,36,12
__import__.product_2624229,10,32,1
__import__.product_2624237,20,74,1
__import__.product_2624286,24,60,6
__import__.product_2625341,15,50,12
__import__.product_2626885,6,12,1
__import__.product_2626893,6,15,1
__import__.product_2626927,20,40,1
__import__.product_2627263,11,36,1
__import__.product_2627271,14,46,1
__import__.product_2630929,41,140,1
__import__.product_2634657,10,32,1
__import__.product_2637551,40,80,1
__import__.product_2637569,8,27,1
__import__.product_2637577,50,100,10
__import__.product_2637593,27,100,1
__import__.product_2643245,2,4,1
__import__.product_2646300,24,48,12
__import__.product_2648079,19,70,10
__import__.product_2648962,3,7,1
__import__.product_2650349,20,40,1
__import__.product_2650372,0,1,1
__import__.product_2650471,62,209,12
__import__.product_2650497,42,142,12
__import__.product_2655116,33,90,1
__import__.product_2655124,46,157,70
__import__.product_2655280,7,23,1
__import__.product_2655298,3,9,1
__import__.product_2656742,3,12,1
__import__.product_2656759,300,500,1
__import__.product_2656783,80,165,1
__import__.product_2657393,15,42,10
__import__.product_2657831,10,40,1
__import__.product_2658607,10,16,1
__import__.product_2658615,4,10,1
__import__.product_2659134,0,1,1
__import__.product_2663573,3,11,1
__import__.product_2664480,48,179,20
__import__.product_2664498,28,103,20
__import__.product_2665297,12,40,1
__import__.product_2669612,2,6,1
__import__.product_2669620,2,4,1
__import__.product_2669638,2,6,1
__import__.product_2672418,100,200,1
__import__.product_2672616,12,24,1
__import__.product_2673929,8,15,1
__import__.product_2673973,2,4,1
__import__.product_2675270,10,34,10
__import__.product_2675288,12,41,10
__import__.product_2675981,30,72,24
__import__.product_2675999,40,80,24
__import__.product_2679157,27,100,12
__import__.product_2679215,3,8,1
__import__.product_2680544,15,51,1
__import__.product_2680551,18,59,1
__import__.product_2684884,50,100,10
__import__.product_2685030,252,938,1
__import__.product_2686533,10,20,1
__import__.product_2686541,8,24,1
__import__.product_2687291,2,4,1
__import__.product_2687853,10,20,1
__import__.product_2687887,83,194,1
__import__.product_2687895,103,241,1
__import__.product_2687929,64,150,1
__import__.product_2687937,41,96,1
__import__.product_2690071,200,448,1
__import__.product_2691368,81,275,12
